strategy,exit,top_k,n_picks,win_rate,win_rate_bias_corr,beat_spy_rate,median_ret,mean_ret,p10_ret,p90_ret,per_pick_cagr_median,cagr_dca_portfolio,cagr_spy_dca,edge_vs_spy_dca,mean_ret_bias_corr,worst_year_edge,years_below_spy,n_years
multibagger_max,hold_forever,1,276,0.7137681159420289,0.40942028985507245,0.3115942028985507,0.9343627141202989,10.424108111493762,-0.7473591282131868,35.951745454697964,0.05688320730520302,0.16561662529593124,0.12386023481221767,0.041756390483713574,5.088754760936653,-3.2654612398611595,12,23
multibagger_max,fixed_3y,1,276,0.4855072463768116,0.29347826086956524,0.06159420289855073,-0.011150028764092546,0.5324506060257823,-0.7524722423094903,2.5223432350638797,-0.0037307013291090763,0.032117304554923884,0.12386023481221767,-0.09174293025729378,-0.07303008620993083,-10.335577607379015,21,23
multibagger_max,fixed_5y,1,276,0.5144927536231884,0.3188405797101449,0.09782608695652174,0.029583234386815982,1.6494786137813096,-0.8210054238933838,4.253681153638947,0.0063121907465184535,0.0705970500821325,0.12386023481221767,-0.053263184730085164,0.6530376999524629,-10.632628572969498,21,23
multibagger_max,hold_forever,2,552,0.7427536231884058,0.4329710144927536,0.34782608695652173,1.3924450397677013,11.791706150044526,-0.7059405359258983,34.59507065334094,0.08653662548882568,0.17273915721965966,0.12386023481221764,0.048878922407442016,5.412544165413728,-3.339590130852841,10,23
multibagger_max,fixed_3y,2,552,0.5144927536231884,0.3088768115942029,0.07427536231884058,0.04458768240120481,0.6950807801287676,-0.7326371361172749,2.7034691635659605,0.016665781867261864,0.03940175045148242,0.12386023481221764,-0.08445848436073522,0.023887849720390143,-10.13792049947986,22,23
multibagger_max,fixed_5y,2,552,0.5760869565217391,0.34692028985507245,0.11775362318840579,0.20350084048682027,1.5271123188593891,-0.7942945133501835,3.639816223011994,0.05236793428716302,0.06736527970800117,0.12386023481221764,-0.05649495510421647,0.5561703262821079,-10.1583207785299,21,23
multibagger_max,hold_forever,3,828,0.7548309178743962,0.4444444444444444,0.3695652173913043,1.6946696588372328,11.584637893799803,-0.6470342011234874,34.7308580383546,0.09447311550763571,0.17171211696731797,0.12386023481221764,0.047851882155100334,5.510690139227943,-1.9341297236495265,8,23
multibagger_max,fixed_3y,3,828,0.5603864734299517,0.33695652173913043,0.0748792270531401,0.1471346569044093,0.7608357402475293,-0.6783871410151788,2.8284014101030523,0.04931804658670624,0.042124719397930215,0.12386023481221764,-0.08173551541428742,0.05792813647502998,-10.010546420300411,23,23
multibagger_max,fixed_5y,3,828,0.606280193236715,0.37077294685990336,0.13043478260869565,0.34070245025034884,1.5018962218404364,-0.7464076518297506,3.9789967170959786,0.06444805040354074,0.06667796316417068,0.12386023481221764,-0.057182271648046956,0.5461871887852918,-9.898604852707756,20,23
multibagger_max,hold_forever,5,1380,0.7478260869565218,0.4449275362318841,0.3746376811594203,1.6895972090768785,11.320994318337288,-0.665817857494079,29.199557341414785,0.09447311550763571,0.17037925421859565,0.12386023481221765,0.046519019406377995,5.191740978255865,-1.7611983387524894,5,23
multibagger_max,fixed_3y,5,1380,0.5818840579710145,0.35289855072463766,0.08768115942028985,0.18886481553460877,0.7868230489826186,-0.6645529702607165,2.658081930205106,0.06096510075812889,0.04316935217687316,0.12386023481221765,-0.08069088263534449,0.09019614144192006,-9.896142481036618,20,23
multibagger_max,fixed_5y,5,1380,0.6275362318840579,0.3826086956521739,0.14057971014492754,0.3784256887594175,1.412158592175454,-0.7273467506685329,3.967111033828076,0.07093158944466882,0.06416866062400871,0.12386023481221765,-0.059691574188208946,0.49246050762422466,-9.519503538223624,18,23
multibagger_max,hold_forever,10,2760,0.7583333333333333,0.4505434782608696,0.3829710144927536,1.7601376018464596,11.024089849963728,-0.6177030832626825,28.19543673470992,0.09775990877224472,0.16884296642200244,0.12386023481221761,0.04498273160978483,5.029416583784382,-1.270342874121659,5,23
multibagger_max,fixed_3y,10,2760,0.6217391304347826,0.3786231884057971,0.09057971014492754,0.25554186057293315,0.7884506742170789,-0.6119376265362027,2.500495164456767,0.08191861852760729,0.043234207823879066,0.12386023481221761,-0.08062602698833854,0.09497145479108157,-9.640055291630329,20,23
multibagger_max,fixed_5y,10,2760,0.6663043478260869,0.4072463768115942,0.1391304347826087,0.4272610753215804,1.3303325658623535,-0.6907328685730015,3.7421715963026094,0.08256744701958929,0.06178921809766175,0.12386023481221761,-0.062071016714555866,0.4290468685579295,-9.376896141710983,19,23
apex,hold_forever,1,276,0.677536231884058,0.38405797101449274,0.358695652173913,1.0011927263625617,8.82047122328733,-0.7589456317016838,30.400392171911214,0.06164139882661446,0.15606028675063374,0.12386023481221767,0.032200051938416074,4.094976294485439,-4.631325118151822,11,23
apex,fixed_3y,1,276,0.4927536231884058,0.2971014492753623,0.08333333333333333,-0.01044276784346132,0.5961142019668824,-0.7325439632393633,2.76132400913699,-0.0034931236300442814,0.035069226574728454,0.12386023481221767,-0.08879100823748921,-0.03024500850120882,-10.3162026749028,21,23
apex,fixed_5y,1,276,0.5507246376811594,0.3333333333333333,0.07971014492753623,0.08819862678027401,0.9318002957690772,-0.8077717674700049,2.8762242382474774,0.020267903795147313,0.04869955174849972,0.12386023481221767,-0.07516068306371795,0.1844363693245487,-10.439688354525511,22,23
apex,hold_forever,2,552,0.7119565217391305,0.41847826086956524,0.35507246376811596,1.2341047756062204,10.061281260397834,-0.7403212990940626,28.257407319533804,0.07515444605559896,0.16358042353807406,0.12386023481221764,0.03972018872585642,4.488837489347039,-3.443189036036175,7,23
apex,fixed_3y,2,552,0.5271739130434783,0.3170289855072464,0.09057971014492754,0.06275531451529015,0.6418587690711445,-0.7326371361172749,2.281367755414155,0.020495477387757366,0.03710866379920324,0.12386023481221764,-0.0867515710130144,-0.005882439003085424,-10.029448892321016,21,23
apex,fixed_5y,2,552,0.5815217391304348,0.35144927536231885,0.11413043478260869,0.23884696167914865,1.117518043288499,-0.7946503349318719,3.3345808906793812,0.05236793428716302,0.05514032148896176,0.12386023481221764,-0.06871991332325589,0.2935538564676272,-9.87938434657458,21,23
apex,hold_forever,3,828,0.7198067632850241,0.4251207729468599,0.3526570048309179,1.5193323599005797,9.91936803718659,-0.7410536244159819,25.762291058842045,0.08427599156524934,0.1627653486323993,0.12386023481221764,0.038905113820181664,4.397843714334147,-2.84213777134637,6,23
apex,fixed_3y,3,828,0.5603864734299517,0.33997584541062803,0.0893719806763285,0.16121176972103335,0.6201235123952136,-0.6672422920352604,2.1252072536674587,0.05121594059366197,0.03614780542611974,0.12386023481221764,-0.0877124293860979,-0.02558390059455031,-9.789800066276525,21,23
apex,fixed_5y,3,828,0.605072463768116,0.3677536231884058,0.1111111111111111,0.3274898856283516,1.1274742185753146,-0.760135742943575,3.223894780696585,0.06212629970488903,0.05546763102611839,0.12386023481221764,-0.06839260378609925,0.2981517295054482,-9.352236148105098,19,23
apex,hold_forever,5,1380,0.7318840579710145,0.4318840579710145,0.3463768115942029,1.55780673831531,9.457231000705386,-0.6905267541751324,23.096067535737863,0.08840805141601904,0.16003385432516273,0.12386023481221765,0.03617361951294508,4.29628493379103,-2.3712049414573366,6,23
apex,fixed_3y,5,1380,0.5942028985507246,0.35942028985507246,0.08623188405797101,0.2243593346361541,0.6477797663346424,-0.6176666687364385,2.150223985566523,0.0708623210396423,0.03736791215375111,0.12386023481221765,-0.08649232265846654,-0.0030068562852035006,-9.684156669355392,21,23
apex,fixed_5y,5,1380,0.6355072463768116,0.3847826086956522,0.12681159420289856,0.39392932213689924,1.1505372787875803,-0.7095773248726331,3.213248938106151,0.0728738526123961,0.056219330156607676,0.12386023481221765,-0.06764090465560998,0.30668407812903764,-9.269488137058183,19,23
apex,hold_forever,10,2760,0.7445652173913043,0.4391304347826087,0.33152173913043476,1.5133394306509083,8.3371076944137,-0.6309609010556967,21.113932466066075,0.08485103248920123,0.15286308661789408,0.12386023481221761,0.029002851805676466,3.6824320456930404,-2.179358596607444,7,23
apex,fixed_3y,10,2760,0.6286231884057971,0.38115942028985506,0.07898550724637682,0.26720648771761424,0.6471838972205367,-0.555628387740024,2.110957252246929,0.08594604357632751,0.03734187019386797,0.12386023481221761,-0.08651836461834964,-0.0013435172501525862,-9.63955214164357,21,23
apex,fixed_5y,10,2760,0.6677536231884058,0.4047101449275362,0.11304347826086956,0.40607970238314794,1.0801904555192827,-0.6570841047732386,3.138334499586045,0.07835248082899016,0.05389774202710927,0.12386023481221761,-0.06996249278510834,0.26324764395372724,-9.193144597812683,20,23
nova_tier1,hold_forever,1,276,0.6992753623188406,0.39492753623188404,0.2572463768115942,0.8386178864380666,9.937664117788172,-0.7490267539825277,35.88716297974915,0.052335481122740446,0.16287103846810386,0.12386023481221767,0.03901080365588619,4.82326011082327,-6.675346458585911,13,23
nova_tier1,fixed_3y,1,276,0.4528985507246377,0.26811594202898553,0.04710144927536232,-0.06595265493665081,0.4237231420719748,-0.7394167235558535,2.125060776938426,-0.02437736126480894,0.0267361314037373,0.12386023481221767,-0.09712410340848036,-0.12879723688932887,-10.345476914248394,21,23
nova_tier1,fixed_5y,1,276,0.4855072463768116,0.2916666666666667,0.06159420289855073,-0.025724864621064103,0.8981736861741523,-0.8478219696969697,2.847001740601528,-0.005202426858866127,0.047459397060379084,0.12386023481221767,-0.07640083775183859,0.14846623584012442,-10.522711230401866,21,23
nova_tier1,hold_forever,2,552,0.7155797101449275,0.40851449275362317,0.3115942028985507,1.0543834675153818,10.31823081771959,-0.7458183259361197,33.20183706851823,0.06398048779366072,0.1650293489911177,0.12386023481221764,0.04116911417890007,4.83628673605812,-5.224417799628684,9,23
nova_tier1,fixed_3y,2,552,0.5018115942028986,0.29528985507246375,0.04891304347826087,0.002030887568112094,0.49169841302130574,-0.7403037282716451,2.056876812407656,0.0006763158607036024,0.030153204987178713,0.12386023481221764,-0.09370702982503892,-0.12187733086825125,-10.155976381714098,23,23
nova_tier1,fixed_5y,2,552,0.5507246376811594,0.3242753623188406,0.07246376811594203,0.099713000064797,0.9335063725229304,-0.8177668053407853,2.846068991795774,0.023576022862710655,0.04876182564795745,0.12386023481221764,-0.0750984091642602,0.16234722100480597,-10.276958959182231,22,23
nova_tier1,hold_forever,3,828,0.7065217391304348,0.4106280193236715,0.32608695652173914,1.173131493946429,10.871070571659406,-0.7384450946819835,31.973518331039614,0.07377563527055009,0.1680360054474088,0.12386023481221764,0.04417577063519115,5.088868176337409,-3.670148097752784,9,23
nova_tier1,fixed_3y,3,828,0.538647342995169,0.322463768115942,0.06521739130434782,0.09659099412322336,0.5914622193870637,-0.7237491178075874,2.09425341204566,0.034057911580661404,0.034858108156621034,0.12386023481221764,-0.0890021266555966,-0.05958700019795007,-9.992257147182958,23,23
nova_tier1,fixed_5y,3,828,0.5845410628019324,0.35144927536231885,0.10144927536231885,0.2060123669152094,1.0258703921624146,-0.7929376626077332,3.1403192132248376,0.04498102555470451,0.0520443943461081,0.12386023481221764,-0.07181584046610953,0.22148704638022476,-9.865265050631395,21,23
nova_tier1,hold_forever,5,1380,0.7152173913043478,0.41956521739130437,0.3442028985507246,1.397765970187682,10.872919800343391,-0.700266900120701,29.404139920946083,0.07825574355800646,0.16804582076601718,0.12386023481221765,0.044185585953799525,5.011629772698119,-3.3710221633878614,7,23
nova_tier1,fixed_3y,5,1380,0.5760869565217391,0.3467391304347826,0.0782608695652174,0.1726565204516457,0.6722309024789841,-0.6668653691058767,2.161198672133914,0.056080168503752525,0.03842740501012133,0.12386023481221765,-0.08543282980209632,-0.002115696321614903,-9.762418640333909,22,23
nova_tier1,fixed_5y,5,1380,0.6152173913043478,0.3717391304347826,0.12028985507246377,0.3230073955741499,1.1860693023793611,-0.7645733616508772,3.426300446724157,0.06113759003304242,0.05736007125769731,0.12386023481221765,-0.06650016355452035,0.3159805671849275,-9.505181530058383,21,23
nova_tier1,hold_forever,10,2760,0.7496376811594203,0.4403985507246377,0.3503623188405797,1.6197794620309849,9.979397331528075,-0.6408597960515222,25.562579360923362,0.08748362552932121,0.1631114406045485,0.12386023481221761,0.03925120579233088,4.515669834746952,-3.4143837166806748,6,23
nova_tier1,fixed_3y,10,2760,0.6260869565217392,0.3804347826086957,0.08043478260869565,0.246482999258267,0.6627007560315711,-0.5750057269801433,2.1224018834235148,0.0776134769372464,0.038016557718141795,0.12386023481221761,-0.08584367709407581,0.011081448153476354,-9.51091112080867,21,23
nova_tier1,fixed_5y,10,2760,0.6615942028985508,0.40253623188405796,0.12173913043478261,0.41379302778866445,1.156206634989156,-0.693938456936456,3.3446168172125996,0.07691624839434563,0.05640274059581902,0.12386023481221761,-0.0674574942163986,0.31396137868839735,-9.178827549724652,20,23
